reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e011e37a-6f53-40f2-83ee-435b6d3f0cda,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Belanja di shopee selalu tepat waktu. Dan bila ada seller yg tdk kirim barang, maka uangnya cepat kembali.👍👍 Saran: selain pilihan Rp untuk apresiasi kurir juga ditambahkan kolom bahwa tip kurir sudah diberi secara Cash oleh customer.",5,6,3.59.43,2025-10-25 08:41:24,"Hi kak Joni Hermanu makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala/pertanyaan lainnya bisa DM ke Social Media kita @ShopeeID/@Shopeecare. Have a nice day ^HS",2025-10-25 09:07:10,3.59.43
adada152-232e-472c-be06-9c45f17888c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Selama ini semuanya baik2 saja, tp kenapa belakangan ini sy tdk bisa menggunakan shopeepay untuk bertransaksi, aplikasi shopeepay hilang dr aplikasi bank BSI, hal ini sangat mengganggu sekali krn hampir tiap hari sy belanja & sllu menggunakan shopeepay utk melakukan pembayarannya. Tlng dong segera di perbaiki sistemnya 🙏",5,6,3.60.25,2025-10-27 01:19:14,"Hi kak Enny Sunarti, maaf ya sudah buat kmu gak nyaman terkait kendala kamu. Agar bisa aku bantu, infoin ke kami detail kendala kamu dan sreenshot detail kendala ke kami melalui DM Instagram @shopee_id/@shopeecare_id. Stay safe ^DB",2025-10-27 02:20:25,3.60.25
83e56d49-575f-43ad-b5be-4f213cb0266d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya bagus sekali, mempermudah kita untuk belanja secara online dan ada gratis ongkir yang bisa menghemat dan tidak menguras dompet 😅😁 serta respon chat aplikasinya yang cepat dan menanggapi costumer nya secara baik. Terima kasih shopee atas pelayanan terbaik nya 🙏🏻",5,5,3.60.30,2025-10-25 00:45:40,"Hi kak Muhammad Rian , makasih yaa untuk rating yang diberikan. Semoga kamu selalu senang berbelanja di Shopee ya kak. Yukk ceki-ceki selalu promo-promo yang berjalan di aplikasi Shopee biar kamu ga ketinggalan update promo seru. Have a nice day ^GU",2025-10-25 01:22:47,3.60.30
22b2cc93-ecbc-4df0-9d82-5345a2f2f68b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebenarnya bagus sih, cuma biaya adminnya sih yang mahal. Dan pelayanannya cukup kurang membantu. seperti misalnya ketika gak sengaja klik ""pesan di terima"", langsung gitu pesananku diterima tanpa di tanyain oleh apk iya atau nggaknya agar gak ada kesalahan tekan. Jadinya aku salah pencet gak bisa retur barang pesananku yang ada kendala. Pihak cs juga gak membantu, padahal belum sehari setelah aku salah pencet itu, dan tentu saja harus hubungi penjual sedangkan penjual pasti gk mau rugi.",1,44,3.59.41,2025-10-22 07:39:46,"Hai kak Zarra Azzahra  maaf ya udh buat km ga nyaman terkait kendala yg km alami, Agar aku bisa bantu pengecekan lebih lanjut boleh infoin kendala kakak melalui DM ke Social Media kita @shopee_id/@shopeecare_id. Sehat selalu^NB",2025-10-22 08:17:06,3.59.41
e72c6e01-4223-43ca-ac52-6c0bd5f2dfa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sedikit kesal sama penjual yg produk nya tidak ada dan tidak sesuai dengan foto nya, kadang waktu nyari barang yg di inginkan ditampilkan barang yg di cari pas mau di cek out ternyata barang nya tidak ada dan dikirim yg merk lain",5,8,3.60.30,2025-10-26 08:57:22,"Hai kak Supi Awear, maaf ya udah buat kamu resah terkait kendala yang kamu alami. Agar aku bisa bantu cek mohon infoin detail kendala ke DM media sosial shopee  Instagram : @shopee_id / @shopeecare_id dan X : @shopeeID / @shopeecare. Sehat selalu^XK",2025-10-26 09:08:40,3.60.30
a241de55-54a8-4538-9fd1-decdbf6abb70,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"belanja lebih mudah, banyak pilihan produk yang kita inginkan ditambah dengan potongan harga yang menarik serta promo gratis ongkir. dengan proses pembayaran yang mudah dan mudah proses pengembalian barang dan dana apabila barang yang datang tidak sesuai dengan pesanan.",5,6,3.60.30,2025-10-27 11:43:51,"Hi Kak Suga Setiawan makasih ya untuk reviewnya.
Kuy kepoin sosial media resmi shopee biar Kakak tau update promo yang saat ini tersedia hehe. Jangan sungkan chat aku di dm IG @Shopee_id ya kalo kamu ada pertanyaan atau kendala seputar shopee. ^DM",2025-10-27 12:18:41,3.60.30
86d43715-8b10-438c-9a61-524c5648116b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"semakin lama semakin baik pelayanannya. cuma tolong untuk reseller yg tidak kompeten,di keluarkan saja. saya beberapa kali pesan barang..,tp selalu di batalkan. apalagi waktu ada promo di live..seringnya pesanan di batalkan.",5,4,3.60.30,2025-10-26 09:27:56,"Hai Kak Nita, makasih ya Kak untuk bintang 5 dan buat feedbacknya. Kedepannya Shopee akan terus berusaha lebih baik lagi agar para pengguna lebih nyaman dalam menggunakan Shopee. Kalo Kakak ada pertanyaan/kendala terkait Shopee, bisa hubungi DM Instagram @shopeecare_id. Stay safe kak ^CA",2025-10-26 10:12:12,3.60.30
06a0dc27-7c7d-445f-9a88-48bba5549bb4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sebenernya aku ngga ada masalah sama sekali dengan penggunaan aplikasinya, aplikasinya mudah digunakan. Tetapi, aplikasi ini kalau sedang ngiklan mengganggu sekali, selalu saja membuka aplikasi dengan sendirinya, ngga cuma sekali dalam satu waktu, tapi berkali-kali dalam satu waktu. Tolong beriklanlah dengan normal, jangan melakukan adware, jangan memaksa, tidak etis kepada pengguna.",5,1170,3.59.41,2025-10-10 20:38:37,"Hai kak Under Ground, maaf ya udah buat kamu ngga nyaman mengenai kendala yg kamu alami, masukan dari kamu akan kami jadikan bahan evaluasi agar shopee lebih baik lagi kedepannya ya kak. Jika kamu ada kendala terkait shopee, kamu bisa infoin detail kendala kamu ke DM Social Media kita ya Kak. Have a nice day  ^GE",2025-10-10 21:29:56,3.59.41
e5f988c3-fb73-4a9f-9698-38b0779dcb8c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi (Shopee) nya Bagus, Dan Bisa Membantu Apa Yang Kita Inginkan. [Tapi Tolong Bisa ga Aplikasi (Shopee),nya Di Perbaiki Lagi]. Soalnya Setiap Saya Buka (Shopee) Saya, KoK Agak Lemot ya....???",5,2,3.60.30,2025-10-27 15:49:16,"Hai kak Johan Johan , thanks ya bintang dan ulasannya. Aku ikut senang kalo bisa terbantu dalam berbelanja online. Moga Shopee bisa terus kasih yang terbaik buat penggunanya biar kakak selalu nyaman dan aman pakai Shopee. Klo ada pertanyaan terkait Shopee jangan sungkan DM Aku di @Shopee_id, sehat selalu ^CK",2025-10-16 22:24:15,3.60.30
f3672901-79d6-4817-9ba2-cbd927d15eb0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Diantara aplikasi marketplace ini yg paling payah. Pesen barang lama sampai padahal masih dalam kota. Proses pengembalian dana ribettt dan lamaa. Kapok belanja di shopee. Kalau masih ada pilihan lain mending ke toko sebelah.,1,7,3.59.43,2025-10-27 04:35:15,"Hai kak Desy Sulistiyorini
maaf yaa udh buat ga nyaman terkait kendala yg kakak alami. agar aku bisa bantu cek boleh infoin Username dan SS/detail kendala kakak melalui via  DM ke sosmed kita @Shopee_id/@Shopeecare_id ya. Have a nice day ^DM",2025-10-27 05:36:03,3.59.43
88d7bc43-8b24-4aa8-99d5-758dbe1b4af1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"selama ini saya sangat puas untuk memesan lewat shopee Karena aplikasi terpercaya dan barang yang sampai dalam keadaan yang baik, kebanyakan sesuai tapi ada juga yang tidak sesuai, tidak apa mungkin pemilik toko sedang lelah",5,6,3.60.30,2025-10-26 11:10:49,"Hai kak Devina Azizah, makasih ya bintang dan reviewnya. Moga Shopee bisa terus kasih yang terbaik buat penggunanya biar kakak selalu nyaman dan aman pakai Shopee. Klo ada pertanyaan terkait Shopee jangan sungkan DM di @Shopee_id / @Shopeecare_id ya, sehat selalu ^ZF",2025-10-26 12:37:18,3.60.30
6eb53aa2-5c4c-43ed-9f5f-3cb3a28b2c68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pengiriman makin lama, satu provinsi aja 5 hari paketnya belum sampai, satu provinsi bukannya tinggal kirim ke kabupaten tujuan malah di bawa ke provinsi lain dulu. Ngga kaya ekspedisi lain dulu sebelum hanya bisa pake SPX selalu pake JNT dan cuma butuh 3 hari paket sudah sampai. Sangat kecewa dengan ekspedisinya SPX",2,5,3.60.30,2025-10-27 10:20:06,"Hi kak Galuh Nimas, maaf ya udah buat kecewa. Shopee selalu memberikan pelayanan yg terbaik untuk semua pengguna. Agar bisa aku bantu pengecekan kendalanya, kakak bisa infoin ke aku username dan no pesana di DM @shopee_id / @shopeecare_id ditunggu ya kak, Sehat selalu ^CP",2025-10-27 11:10:14,3.60.30
9bdbec94-634e-4d3b-a39f-7d02c0826535,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"puas, belanja di shopee , walau pun dengan harga yg tak menentu , kadang dapat murah , tapi ya terkadang dapat harga mahal juga , TPI aplikasi ini sangat membantu kita dalam membeli produk apa aja , semua ada disini🌟🌟🌟🌟🌟",5,6,3.60.30,2025-10-26 12:52:16,"Hi Kak Miswanto Wanto, makasih bgt ya review dan bintangnya. Semoga Shopee bisa selalu memberikan pengalaman yg terbaik untuk semua pengguna. Yuk pantau terus aplikasi Shopee biar ga ketinggalan promo menarik lainnya. Klo ada pertanyaan terkait Shopee jangan sungkan DM aku di @shopee_id / @shopeecare_id ya, sehat selalu ^DH",2025-10-26 13:20:47,3.60.30
